Gene_1,Gene_name_1,Annotation_1,Gene_2,Gene_name_2,Annotation_2,p-value unadj,p-value adj,Cluster
agaSK_1,,Bifunctional alpha-galactosidase,group_2449,iga_2,Immunoglobulin A1 protease,0.0,0.0,33
agaSK_1,,Bifunctional alpha-galactosidase,group_4818,,hypothetical protein,0.0,0.0,33
agaSK_1,,Bifunctional alpha-galactosidase,group_4013,eabC,Blood-group-substance endo-14-beta-galactosidase,0.0,0.0,33
agaSK_1,,Bifunctional alpha-galactosidase,group_4009,hflK,Modulator of FtsH protease HflK,0.0,0.0,33
agaSK_1,,Bifunctional alpha-galactosidase,group_1268,rhaB,L-Rhamnulokinase,0.0,0.0,33
agaSK_1,,Bifunctional alpha-galactosidase,msmE_1,,Multiple sugar-binding protein,0.0,0.0,33
alaA,,Glutamate-pyruvate aminotransferase AlaA,group_764,,hypothetical protein,0.0,0.0,48
ald,,Alanine dehydrogenase,group_2619,ydaF_4,Putative ribosomal N-acetyltransferase YdaF,0.0,0.0,166
alsE,,D-allulose-6-phosphate 3-epimerase,manP,,PTS system mannose-specific EIIBCA component,0.0,0.0,33
alsE,,D-allulose-6-phosphate 3-epimerase,ptsN,,Nitrogen regulatory protein,0.0,0.0,33
alsE,,D-allulose-6-phosphate 3-epimerase,group_4884,,hypothetical protein,0.0,0.0,33
alsE,,D-allulose-6-phosphate 3-epimerase,mngA,,PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component,0.0,0.0,33
alsE,,D-allulose-6-phosphate 3-epimerase,group_1051,,hypothetical protein,0.0,0.0,33
araP,,L-arabinose transport system permease protein AraP,group_4441,,hypothetical protein,0.0,0.0,33
araP,,L-arabinose transport system permease protein AraP,sugB,,Trehalose transport system permease protein SugB,0.0,0.0,33
araP,,L-arabinose transport system permease protein AraP,group_2805,znuA_1,High-affinity zinc uptake system binding-protein ZnuA,0.0,0.0,33
araP,,L-arabinose transport system permease protein AraP,group_4402,,hypothetical protein,0.0,0.0,33
araQ_2,,L-arabinose transport system permease protein AraQ,group_1983,,hypothetical protein,0.0,0.0,20
araQ_2,,L-arabinose transport system permease protein AraQ,group_259,,hypothetical protein,0.0,0.0,20
araQ_2,,L-arabinose transport system permease protein AraQ,group_3789,,Ferredoxin--NADP reductase,0.0,0.0,20
araQ_2,,L-arabinose transport system permease protein AraQ,group_4969,nanE_2,Putative N-acetylmannosamine-6-phosphate 2-epimerase,0.0,0.0,20
araQ_2,,L-arabinose transport system permease protein AraQ,group_5559,,hypothetical protein,0.0,0.0,20
araQ_2,,L-arabinose transport system permease protein AraQ,ybbH_2,,putative HTH-type transcriptional regulator YbbH,0.0,0.0,20
arcA,,Arginine deiminase,sdrD,,Serine-aspartate repeat-containing protein D,0.0,0.0,12
arcC1,,Carbamate kinase 1,arcA,,Arginine deiminase,0.0,0.0,12
arcC1,,Carbamate kinase 1,group_542,,hypothetical protein,0.0,0.0,-
arcC1,,Carbamate kinase 1,hflK,,Modulator of FtsH protease HflK,0.0,0.0,12
arcC1,,Carbamate kinase 1,group_3035,manX_3,PTS system mannose-specific EIIAB component,0.0,0.0,12
arcC1,,Carbamate kinase 1,fucA,,L-fuculose phosphate aldolase,0.0,0.0,12
arcC1,,Carbamate kinase 1,group_3433,,hypothetical protein,0.0,0.0,12
arcC1,,Carbamate kinase 1,group_4462,manZ_3,PTS system mannose-specific EIID component,0.0,0.0,12
argG,,Argininosuccinate synthase,group_2261,,hypothetical protein,0.0,0.0,21
argG,,Argininosuccinate synthase,lagD_2,,hypothetical protein,0.0,0.0,-
argH,,Argininosuccinate lyase,group_4654,oppD,Oligopeptide transport ATP-binding protein OppD,0.0,0.0,-
argH,,Argininosuccinate lyase,group_1231,,hypothetical protein,0.0,0.0,-
argH,,Argininosuccinate lyase,group_5445,,hypothetical protein,0.0,0.0,18
argH,,Argininosuccinate lyase,smc_2,,Chromosome partition protein Smc,0.0,0.0,18
argR_3,,Arginine regulator,bmrA_1,,putative ABC transporter ATP-binding protein,0.0,0.0,16
argR_3,,Arginine regulator,group_576,,hypothetical protein,0.0,0.0,16
artP_1,,Arginine-binding extracellular protein ArtP,macB_1,,Macrolide export ATP-binding,0.0,0.0,21
asnA,,Aspartate--ammonia ligase,group_4452,,hypothetical protein,0.0,0.0,13
asnA,,Aspartate--ammonia ligase,group_3271,,hypothetical protein,0.0,0.0,13
asp2,,Accessory Sec system protein Asp2,bbmA_2,,Intracellular maltogenic amylase,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,secA_2,,Protein translocase subunit SecA,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,gtf1,,Glycosyltransferase Gtf1,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,group_3758,,hypothetical protein,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,group_6086,,hypothetical protein,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,group_4134,,hypothetical protein,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,group_4129,,hypothetical protein,0.0,0.0,28
asp2,,Accessory Sec system protein Asp2,asp3,,Accessory Sec system protein Asp3,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,bbmA_2,,Intracellular maltogenic amylase,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,secA_2,,Protein translocase subunit SecA,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,gtf1,,Glycosyltransferase Gtf1,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,group_3758,,hypothetical protein,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,group_6086,,hypothetical protein,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,group_4134,,hypothetical protein,0.0,0.0,28
asp3,,Accessory Sec system protein Asp3,group_4129,,hypothetical protein,0.0,0.0,28
atpE_1,,V-type proton ATPase subunit E,group_4506,,hypothetical protein,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,group_5622,,hypothetical protein,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,bglK_3,,Beta-glucoside kinase,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,group_4933,,hypothetical protein,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,ntpD,,V-type sodium ATPase subunit D,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,nanA_3,,N-acetylneuraminate lyase,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,ntpK,,V-type sodium ATPase subunit K,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,ntpA,,V-type sodium ATPase catalytic subunit A,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,nanB_2,,Sialidase B,0.0,0.0,62
atpE_1,,V-type proton ATPase subunit E,ntpC,,V-type sodium ATPase subunit C,0.0,0.0,62
axeA,,Cephalosporin-C deacetylase,group_4081,,hypothetical protein,0.0,0.0,18
axeA,,Cephalosporin-C deacetylase,yesO_2,,Putative ABC transporter substrate-binding protein YesO,0.0,0.0,18
axeA,,Cephalosporin-C deacetylase,tabA_2,,Toxin-antitoxin biofilm protein TabA,0.0,0.0,-
bag,,IgA FC receptor,lytB_6,,Putative endo-beta-N-acetylglucosaminidase,0.0,0.0,8
bag,,IgA FC receptor,group_385,,hypothetical protein,0.0,0.0,-
bag,,IgA FC receptor,group_363,xerC_2,hypothetical protein,0.0,0.0,-
bglA_2,,Aryl-phospho-beta-D-glucosidase BglA,group_871,,hypothetical protein,0.0,0.0,45
bglH_1,,Aryl-phospho-beta-D-glucosidase BglH,group_3320,,Ferredoxin--NADP reductase,0.0,0.0,128
bglK_3,,Beta-glucoside kinase,group_4506,,hypothetical protein,0.0,0.0,62
bglK_3,,Beta-glucoside kinase,group_5622,,hypothetical protein,0.0,0.0,62
bltD,,Spermine,group_1151,prmC,Release factor glutamine methyltransferase,0.0,0.0,136
btrD,,2'-N-acetylparomamine deacetylase,wfgD,,UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-13-glucosyltransferase WfgD,0.0,0.0,-
catE,,Catechol-23-dioxygenase,group_77,glf_2,hypothetical protein,0.0,0.0,-
cdhR,,HTH-type transcriptional regulator CdhR,group_8418,,tRNA-Phe(gaa),0.0,0.0,-
celA_1,,PTS system cellobiose-specific EIIB component,group_3847,,hypothetical protein,0.0,0.0,5
celD,,PTS system cellobiose-specific EIIA component,group_3847,,hypothetical protein,0.0,0.0,5
celD,,PTS system cellobiose-specific EIIA component,celA_1,,PTS system cellobiose-specific EIIB component,0.0,0.0,5
celD,,PTS system cellobiose-specific EIIA component,group_4246,,hypothetical protein,0.0,0.0,5
celD,,PTS system cellobiose-specific EIIA component,comC,,Type 4 prepilin-like proteins leader peptide-processing enzyme,0.0,0.0,5
celD,,PTS system cellobiose-specific EIIA component,licC_2,,Lichenan permease IIC component,0.0,0.0,5
celD,,PTS system cellobiose-specific EIIA component,acpP_1,,hypothetical protein,0.0,0.0,5
citS,,hypothetical protein,group_8316,,tRNA-Glu(ttc),0.0,0.0,27
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_3053,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_776,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_1743,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_4159,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_3470,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,ssb_3,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_3771,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_5509,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,dnaD_2,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_1000,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_4438,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_5384,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_3768,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,hhaIM,,Modification methylase HhaI,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_4988,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,polC_3,,DNA polymerase III PolC-type,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_5573,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_4877,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_5971,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_6294,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_4987,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_6293,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_4158,,hypothetical protein,0.0,0.0,156
clpP1,,ATP-dependent Clp protease proteolytic subunit 1,group_6292,,hypothetical protein,0.0,0.0,156
coaD,,Phosphopantetheine adenylyltransferase,group_4452,,hypothetical protein,0.0,0.0,13
coaD,,Phosphopantetheine adenylyltransferase,group_3271,,hypothetical protein,0.0,0.0,13
coaD,,Phosphopantetheine adenylyltransferase,asnA,,Aspartate--ammonia ligase,0.0,0.0,13
comEC,,ComE operon protein 3,ydaF_2,,Putative ribosomal N-acetyltransferase YdaF,0.0,0.0,52
cpsD,,Tyrosine-protein kinase CpsD,ywqC,,putative capsular polysaccharide biosynthesis protein YwqC,0.0,0.0,82
cpsD,,Tyrosine-protein kinase CpsD,group_4408,,hypothetical protein,0.0,0.0,82
cpsD,,Tyrosine-protein kinase CpsD,group_4409,,hypothetical protein,0.0,0.0,82
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_1743,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4985,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_3144,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_3768,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4181,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4998,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6390,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4166,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_5591,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_5594,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6384,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6386,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6388,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6392,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6394,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6396,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6398,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6403,xerC_3,Tyrosine recombinase XerC,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6405,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4164,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_1520,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4439,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_5644,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_5645,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_4180,lexA,LexA repressor,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6401,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6578,,hypothetical protein,0.0,0.0,156
ddrOP3,,HTH-type transcriptional regulator DdrOP3,group_6580,,hypothetical protein,0.0,0.0,156
degA_2,,HTH-type transcriptional regulator DegA,group_2044,,hypothetical protein,0.0,0.0,31
degA_2,,HTH-type transcriptional regulator DegA,group_4905,araQ_1,L-arabinose transport system permease protein AraQ,0.0,0.0,31
dinB,,DNA polymerase IV,nfr1,,NADH-dependent flavin reductase subunit 1,0.0,0.0,8
dinB,,DNA polymerase IV,group_579,,hypothetical protein,0.0,0.0,-
dinB,,DNA polymerase IV,group_1825,,hypothetical protein,0.0,0.0,-
dnaD_2,,hypothetical protein,group_755,,hypothetical protein,0.0,0.0,-
dnaD_2,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,156
dnaD_2,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_484,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_1172,,hypothetical protein,0.0,0.0,156
dnaD_2,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,156
dpnA_1,,hypothetical protein,group_3196,,hypothetical protein,0.0,0.0,21
dpnA_1,,hypothetical protein,group_8365,,tRNA-Val(tac),0.0,0.0,-
dpnA_1,,hypothetical protein,group_2026,yhdJ,hypothetical protein,0.0,0.0,-
dpnC,,Type-2 restriction enzyme DpnI,group_4648,,hypothetical protein,0.0,0.0,70
eabC,,Blood-group-substance endo-14-beta-galactosidase,group_2819,sorC_2,PTS system sorbose-specific EIIC component,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,levE,,PTS system fructose-specific EIIB component,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,group_3035,manX_3,PTS system mannose-specific EIIAB component,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,fucA,,L-fuculose phosphate aldolase,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,group_3433,,hypothetical protein,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,group_4462,manZ_3,PTS system mannose-specific EIID component,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,arcC1,,Carbamate kinase 1,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,fucU,,L-fucose mutarotase,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,rhaB,,L-Rhamnulokinase,0.0,0.0,12
eabC,,Blood-group-substance endo-14-beta-galactosidase,znuA_1,,High-affinity zinc uptake system binding-protein ZnuA,0.0,0.0,12
egsA,,Glycerol-1-phosphate dehydrogenase [NAD(P)+],tagF,,Teichoic acid poly(glycerol phosphate) polymerase,0.0,0.0,149
egsA,,Glycerol-1-phosphate dehydrogenase [NAD(P)+],spsI,,Bifunctional IPC transferase and DIPP synthase,0.0,0.0,149
epiD,,Epidermin decarboxylase,group_6046,,hypothetical protein,0.0,0.0,121
epiD,,Epidermin decarboxylase,group_4474,,hypothetical protein,0.0,0.0,121
epiD,,Epidermin decarboxylase,group_5453,,hypothetical protein,0.0,0.0,121
epiD,,Epidermin decarboxylase,group_3738,,hypothetical protein,0.0,0.0,121
epsH,,Putative glycosyltransferase EpsH,group_2198,,hypothetical protein,0.0,0.0,-
epsH_1,,General stress protein A,gtf2_1,,Glycosyltransferase-stabilizing protein Gtf2,0.0,0.0,-
epsJ_2,,putative glycosyltransferase EpsJ,secA_2,,Protein translocase subunit SecA,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,group_3758,,hypothetical protein,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,group_6086,,hypothetical protein,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,group_4134,,hypothetical protein,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,group_4129,,hypothetical protein,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,asp3,,Accessory Sec system protein Asp3,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,asp2,,Accessory Sec system protein Asp2,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,secY2,,Accessory Sec system protein translocase subunit SecY2,0.0,0.0,28
epsJ_2,,putative glycosyltransferase EpsJ,gtf2_3,,Glycosyltransferase-stabilizing protein Gtf2,0.0,0.0,28
epsL,,putative sugar transferase EpsL,rfbC,,putative dTDP-4-dehydrorhamnose 35-epimerase,0.0,0.0,-
epsL,,putative sugar transferase EpsL,rmlB,,dTDP-glucose 46-dehydratase,0.0,0.0,-
epsL,,putative sugar transferase EpsL,cpsB,,Tyrosine-protein phosphatase CpsB,0.0,0.0,85
fic,,Adenosine monophosphate-protein transferase SoFic,group_4456,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_2656,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_4750,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_2832,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_4899,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_3429,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_1990,,hypothetical protein,0.0,0.0,165
fic,,Adenosine monophosphate-protein transferase SoFic,group_3427,,hypothetical protein,0.0,0.0,165
ftsK_1,,DNA translocase FtsK,group_4837,,hypothetical protein,0.0,0.0,161
ftsK_1,,DNA translocase FtsK,group_5355,,hypothetical protein,0.0,0.0,161
ftsK_1,,DNA translocase FtsK,group_5357,,hypothetical protein,0.0,0.0,161
ftsK_1,,DNA translocase FtsK,group_4581,,hypothetical protein,0.0,0.0,161
fucA,,L-fuculose phosphate aldolase,hflK,,Modulator of FtsH protease HflK,0.0,0.0,12
fucA,,L-fuculose phosphate aldolase,group_2819,sorC_2,PTS system sorbose-specific EIIC component,0.0,0.0,12
fucA,,L-fuculose phosphate aldolase,levE,,PTS system fructose-specific EIIB component,0.0,0.0,12
fucA,,L-fuculose phosphate aldolase,group_3035,manX_3,PTS system mannose-specific EIIAB component,0.0,0.0,12
fucI,,L-fucose isomerase,group_3035,manX_3,PTS system mannose-specific EIIAB component,0.0,0.0,12
fucI,,L-fucose isomerase,fucA,,L-fuculose phosphate aldolase,0.0,0.0,12
fucI,,L-fucose isomerase,group_3433,,hypothetical protein,0.0,0.0,12
fucI,,L-fucose isomerase,group_4462,manZ_3,PTS system mannose-specific EIID component,0.0,0.0,12
fucI,,L-fucose isomerase,arcC1,,Carbamate kinase 1,0.0,0.0,12
fucI,,L-fucose isomerase,fucU,,L-fucose mutarotase,0.0,0.0,12
fucI,,L-fucose isomerase,rhaB,,L-Rhamnulokinase,0.0,0.0,12
fucI,,L-fucose isomerase,znuA_1,,High-affinity zinc uptake system binding-protein ZnuA,0.0,0.0,12
fucI,,L-fucose isomerase,eabC,,Blood-group-substance endo-14-beta-galactosidase,0.0,0.0,12
fucU,,L-fucose mutarotase,hflK,,Modulator of FtsH protease HflK,0.0,0.0,12
fucU,,L-fucose mutarotase,group_2819,sorC_2,PTS system sorbose-specific EIIC component,0.0,0.0,12
fucU,,L-fucose mutarotase,levE,,PTS system fructose-specific EIIB component,0.0,0.0,12
fucU,,L-fucose mutarotase,group_3035,manX_3,PTS system mannose-specific EIIAB component,0.0,0.0,12
fucU,,L-fucose mutarotase,fucA,,L-fuculose phosphate aldolase,0.0,0.0,12
fucU,,L-fucose mutarotase,group_3433,,hypothetical protein,0.0,0.0,12
fucU,,L-fucose mutarotase,group_4462,manZ_3,PTS system mannose-specific EIID component,0.0,0.0,12
fucU,,L-fucose mutarotase,arcC1,,Carbamate kinase 1,0.0,0.0,12
gatA_2,,hypothetical protein,group_952,,hypothetical protein,0.0,0.0,-
gatA_2,,hypothetical protein,group_2594,,hypothetical protein,0.0,0.0,5
gatA_2,,hypothetical protein,group_130,,hypothetical protein,0.0,0.0,-
gatA_2,,hypothetical protein,yknX,,Putative efflux system component YknX,0.0,0.0,-
gatA_2,,hypothetical protein,gmuD_2,,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
gatA_2,,hypothetical protein,group_105,,hypothetical protein,0.0,0.0,-
gatA_2,,hypothetical protein,group_1068,,hypothetical protein,0.0,0.0,-
gatA_2,,hypothetical protein,rclA,,putative pyridine nucleotide-disulfide oxidoreductase RclA,0.0,0.0,-
